status,name,address,website,phone,email,first_name,last_name,job_title,email_verified,personal_email,google_rating,google_reviews,yelp_rating,yelp_reviews,fb_rating,fb_reviews,fb_likes,fb_checkins,fb_followers,is_title,is_description,is_adwords,is_facebook_ads,is_twitter_ads,is_linkedin_ads,is_bing_ads,is_robot,is_ssl,is_wordpress,fb_url,twitter_url,linkedin_url,youtube_url,instagram_url,category,search_type,crawler_status,women_owned,black_owned,business_id
,"Hallmark Tree Solutions","2508 White Oak Ln Arlington, TX 76012",http://www.hallmarktree.com,8175636604,hallmarktree@hotmail.com,,,,,,4.4,84,3.6,10,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"Tree Services",yelp,1,0,0,95545657
,"Golden Tree Maintenance","1080 E Hwy 121 Lewisville, TX 75057",http://www.goldentreemaintenance.com,9724161799,goldentree@live.com,,,,,,4.7,281,4.6,42,4.8,110,470,55,,1,1,0,0,0,0,0,1,0,1,https://www.facebook.com/Golden-Tree-Maintenance-220333038014649/,,,,,"Tree Services",yelp,1,0,0,95546632
,"Four Seasons Arbor Care","9140 Tyne Trail, Fort Worth, TX 76118",http://www.fourseasonsarborcare.com/,8173431903,n@fourseasonsarborcare.com,,,,,,4.3,6,,,,,101,3,102,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/fourseasonsarbor,,,,,"Tree service in Fort Worth, Texas",google-places,1,0,0,8522194
,"Fossil Creek Tree Farm & Nursery","7744 Blue Mound Rd Fort Worth, TX 76131",http://www.fossilcreektreefarm.com,8173067111,info@fossilcreektreefarm.com,,,,,,4.7,226,4.7,51,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"Landscaping,Nurseries & Gardening,Christmas Trees",yelp,1,0,0,95547638
,"Forty Knots Tree and Landscaping","Fort Worth, TX 76110",http://www.fortyknotslandscaping.com,6829994878,service@fortyknotslandscaping.com,,,,,,5,2,5,1,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Tree Services,Lawn Services,Irrigation",yelp,1,0,0,92297345
,"Fort Worth Tree Surgeons","Joshua, TX 76058",http://www.fortworthtreesurgeons.com,8177139501,,,,,,,,,5,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Services",yelp,1,0,0,95530836
,"Five Star Tree Service","4301 Deering Dr, Fort Worth, TX 76114",http://www.fortworthtreecare.com,8177277839,,,,,,,5,17,,,,,,,,1,1,0,0,0,0,0,1,0,0,http://www.facebook.com/2008/fbml,,,,,"Tree Service,Stump Removal & Grinding",yellowpages,1,0,0,331522869
,"Family Tree Service","1531 S State Hwy 121 Lewisville, TX 75067",http://www.FamilyTreeServiceDFW.com,2147796776,familytservice@yahoo.com,,,,,,4.9,95,5,18,5,7,162,2,,1,1,0,0,0,0,0,0,1,0,https://www.facebook.com/FamilyTreeServiceDFW/,https://www.twitter.com/FamilyTree75057,,,https://www.instagram.com/familytreeservicelewisville/,"Tree Services",yelp,1,0,0,95547637
,"D R Horton Tree Service","7218 Bloxom Park Rd, Kennedale, TX 76060",http://www.drhorton.com,8175617800,privacymanager@drhorton.com,,,,,,,,,,,,104101,115,147000,1,1,1,1,0,0,0,0,1,0,https://www.facebook.com/DRHorton.Homes,,https://www.linkedin.com/company/dr-horton/,,https://www.instagram.com/drhorton/,"Tree Service",yellowpages,1,0,0,331525165
,"DFW Flores Tree Service llc","6376 Geneva Ln, Fort Worth, TX 76131",http://dfwflorestreeservicellc.com,8173239853,dfwfloreslandscape@gmail.com,,,,,,5,250,,,,,,,,1,1,0,0,0,0,0,0,1,0,https://www.facebook.com/profile.php?id=100036848066005,,,,,"Tree service",google,1,0,0,249261482
,"Daybreak Landscaping & Irrigation","3049 Waterfall Dr Fort Worth, TX 76177",http://www.daybreaklandscaping.com,9726704333,dawn@daybreaklandscaping.com,,,,,,5,6,4.3,22,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/DaybreakLandscapingFencesNmore,,,,,"Landscaping,Irrigation,Fences & Gates",yelp,1,0,0,92294472
,"Dan's Tree Service Green Bay Inc","12201 Mitchell Dr, Alvarado, TX 76009",http://www.danstreeservicegreenbayinc.com,9203733876,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Tree Service",yellowpages,1,0,0,95544051
,"Cut Tree Service","3245 Townsend Dr, Fort Worth, TX 76110",http://www.cuttreeservice.com,6824638907,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,"Landscaping,Tree Services",yelp,1,0,0,95547634
,"City Wide Tree Service","North Richland Hills, TX 76182",http://www.citywidetreeservices.com,6824010484,citywidetree@gmail.com,,,,,,5,5,5,1,,,,,,1,0,0,0,0,0,0,1,1,1,,,,,,"Tree Services",yelp,0,0,0,95547251
,"Burleson Tree Service","1641 Houston Rd, Burleson, TX 76028",http://www.burlesontreeservices.com,8179229151,hello@burlesontreeservices.com,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/BurlesonTreeService/,,,,https://www.instagram.com/burlesontreesvc/,"Tree Service,Stump Removal & Grinding",yellowpages,1,0,0,331523203
,"Brothers Tree Service & Landscaping","Arlington, TX 76014",http://www.BrothersTreeServiceInc.com,8178454766,brotherstreeservice.hernandez@gmail.com,,,,,,5,12,5,1,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"Tree Services,Landscaping,Landscape Architects or Designers",yelp,1,0,0,95547530
,"High Reach Tree Service","306 Capricorn Dr Granbury, TX 76049",http://www.bojackshighreachtreeservice.com,8177811554,theonlybojack@yahoo.com,,,,,,4.9,23,5,8,,,,,,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/High-Reach-Tree-Service-216856649073033/,,,,,"Tree Services",yelp,1,0,0,95546145
,"Bob's Tree Service","328 Goldfinch Dr, Fort Worth, TX 76108",http://wegooutonalimb.com,8172464221,bobstreeservice4221@outlook.com,,,,,,3,4,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/pages/Bobs-Tree-Service/115646015161366,,,,,"Tree service",google,1,0,0,8522969
,"B &amp; M Tree Trimming Service","1823 Keller Pkwy, Keller, TX 76248",http://www.bmtreetrim.com,9728804413,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Tree Service",yellowpages,1,0,0,95544047
,"Blue Ribbon Tree Services-Fort Worth","5400 Parker Henderson Rd Lot 276, Fort Worth, TX 76119",http://www.blueribbontreeservices.com/fort-worth-texas,8177524041,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Service",yellowpages,1,0,0,95543249
,"Aurelio’s Lawn & Tree Service","6023 Wichita St. Forest Hill, TX 76119",http://www.aureliostreesvc.com,8172712614,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Services,Landscaping",yelp,0,0,0,95547636
,"Archie's Gardenland","6700 Camp Bowie Blvd, Fort Worth, TX 76116",http://www.archiesgardenland.com,8177376614,archiesgardenland@gmail.com,,,,,,4.7,326,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,"Landscape Contractors,Nurseries-Plants & Trees,Tree Service",yellowpages,1,0,0,108324687
,"Arbor Masters Tree Service","1510 Jelmak St Grand Prairie, TX 75050",http://www.arbormasters.com,4695865829,cgilliland@arbormasters.com,,,,,,,,4.7,9,,,,,,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/ArborMasters/,,https://www.linkedin.com/company/arbor-masters-tree-&-landscape,https://www.youtube.com/user/ArborMasters,https://www.instagram.com/arbor_masters/,"Tree Services",yelp,1,0,0,95529785
,"Arborilogical Services","16 Steel Rd Wylie, TX 75098",http://www.arborilogical.com,9724421524,info@arborilogical.com,,,,,,4.6,110,4.2,37,4.9,21,,,,1,1,1,0,0,0,0,0,1,0,https://www.facebook.com/arborilogical,,https://www.linkedin.com/company/arborilogical-services-inc-/about/,https://www.youtube.com/channel/UCYXmhx_C5Y07vWyGDXTxjjQ,,"Tree Services",yelp,1,0,0,95545631
,"Affordable Tree Care","13904 Josey Ln Ste 810305 Dallas, TX 75381",http://www.AffordableTreeCare.org,2144983572,,,,,,,,,4.3,20,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Services",yelp,1,0,0,95529186
,"Acadia Tree Care","Richardson, TX 75083",http://www.acadiatreecare.com,4697400391,info@acadiatreecare.com,,,,,,,,4.6,20,,,97,,120,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/AcadiaTreeCare,,,,https://www.instagram.com/acadiatreecare/,"Tree Services",yelp,1,0,0,95529016
,"1-2 Tree","1920 Arrow Wood Flower Mound, TX 75028",http://www.12tree.com,9729899332,contact@12tree.com,,,,,,4.8,82,4.4,21,4.9,88,722,7,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/12treellc?fref=ts,https://twitter.com/1_2Tree,,,,"Tree Services",yelp,1,0,0,95545652
,"White Settlement Tree Service",,http://whitesettlementtreeservice.com,8179044833,2b11cd9abf2b4bcc9651aa555a8cdbd8.protect@withheldforprivacy.com,,,,,,4.3,6,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Tree service",google,1,0,0,8522836
,"West Texas Tree Services LLC","5105 Benbrook Blvd s, Fort Worth, TX 76126",http://westtexastreeservices.com,8175541752,,,,,,,4.5,25,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,"Tree service",google,1,0,0,8522678
,"Veterans Tree Service","Arlington, TX 76016",http://veteranstreeservice.us,8177135272,desmadrositeinixo@gmail.com,,,,,,,,3.4,9,4.2,7,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/Veterans-Tree-Service-103803241745776,"https://twitter.com/intent/tweet?url=https://veteranstreeservice.us/get-the-best-tree-services-in-arlington-texas/&text=Get the Best Tree Services in Arlington, Texas",https://www.linkedin.com/in/mike-mendez-81b49a152,https://www.youtube.com/watch?v=SF4aHwxHtZ0,,"Tree Services",yelp,0,0,0,95547727
,"USA Silver Tree",,http://usasilvertree.com,4699336076,contact@usasilvertree.com,,,,,,5,66,,,,,213,,229,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/usasilvertree/,,,https://www.youtube.com/channel/UCRG5XmqWRxyhJPU7f5NQ6Fg/videos,https://www.instagram.com/usasilvertree/,"Tree service",google,1,0,0,34828959
,"Ultimate Tree Service","Garland, TX 75040",http://ultimatetreesvcs.com,9728157832,,,,,,,,,5,3,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Services,Lawn Services",yelp,1,0,0,95530524
,"Trinity Tree Trimmers","5049 Edwards Ranch Rd, Fort Worth, TX 76109",http://trinitytreetrimmers.com,6827030990,info@trinitytreetrimmers.com,,,,,,5,7,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/trinitytreetrimmers,,,,,"Tree service",google,1,0,0,249263218
,Treeyoubetter,"Serving theFort Worth Area",http://treeyoubetter.com,8178847782,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Service",yellowpages,1,0,0,95543901
,"Keller Tree Service & Stump Grinding",,http://treeservicekellertx.com,8174067313,treeservicekellertx@gmail.com,,,,,,5,15,,,,,,,196,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/TreeServiceKellerTx,,,,,,google,1,0,0,95549094
,"Rogel Tree Services","Haltom City, TX 76117",http://treeservicehaltomcitytx.com,8177067157,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Tree Services",yelp,1,0,0,95547821
,"R & J Stump Removal","Arlington, TX 76011",http://treeservicecompanyarlington.net,8173198608,,,,,,,,,5,4,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Services",yelp,1,0,0,95529600
,"Green Tree Service Of Fort Worth","3112 Prairie Ave, Fort Worth, Tx 76106 · ~39.5 mi",http://treelawncareservices.us/Fort-Worth,2543244347,info@treelawncareservices.us,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Tree services",bing,1,0,0,95544205
,"TREEHOUSE Academy","8001 Matlock Rd, Arlington, TX 76002",http://treehouseacademy.org,8174178955,rowlett@treehouseacademy.org,,,,,,4.2,48,,,,,253,80,253,1,1,1,1,0,0,0,1,1,1,https://www.facebook.com/TreeHouseKaty/,https://twitter.com/treehouse_clc,https://linkedin.com,,https://instagram.com/treehouseacademyllc?igshid=OGQ5ZDc2ODk2ZA==,"Tree Service",yellowpages,1,0,0,95544021
,"Tree Service Guys",,http://tree-service-guys.com,8173806586,info@tree-service-guys.com,,,,,,5,14,,,,,,,,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/people/Tree-Service-Guys/100068121572746/,https://twitter.com/_tree_services,https://www.linkedin.com/in/tree-service-guys/,https://www.youtube.com/channel/UCw3CsWP3Db3APTw4FBNkgIw/about,https://www.instagram.com/tree_service_guys/,"Tree service",google,1,0,0,8522089
,"TJ Lawn & Tree","219 Cedar Crest Dr Justin, TX 76247",http://tjlawnandtree.com,9036476274,tjameslawncare85@gmail.com,,,,,,,,5,1,,,,,,1,0,1,0,0,0,0,1,1,1,,,,,,"Lawn Services,Tree Services",yelp,1,0,0,95530686
,"The S&L Good Fellas LLC",,http://theslgf.com,4693402030,theslgoodfellasllc@gmail.com,,,,,,5,63,,,,,492,3,530,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/thesandlgoodfellasllc,https://twitter.com/githubstatus,,,,"Tree service",google,1,0,0,514818246
,"The Home Tree Pro",,http://thehometreepro.com,8175057827,,,,,,,5,13,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Tree service",google,1,0,0,95549605
,"That Guy’s Tree Service","Alvarado, TX 76009",http://thatguystreeservice.com,2145579930,thatguystreeservice1985@gmail.com,,,,,,,,5,2,,,,,,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/thatguystreeservice/about/,,,https://www.youtube.com/watch?v=b9UAMuB-qvA,,"Tree Services",yelp,1,0,0,95530676
,"Tactical Tree Operations","1240 Parkwood Pl, Irving, TX 75060",http://tacticaltreeoperations.com,4695448388,tacticaltreeoperations@gmail.com,,,,,,5,172,,,,,,,,1,0,0,0,0,0,0,1,1,1,,,,,,"Tree service",google,1,0,0,95542296
,"Two Brothers Tree Service","Fort Worth, TX 76106",http://stumpgrindingfortworth.com,8173491298,,,,,,,4.4,5,5,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Services",yelp,1,0,0,95546914
,Stumped,"1337 Village Garden Dr, Azle, TX 76020",http://stumped.biz,8662095774,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Service",yellowpages,1,0,0,95543218
,"Spsd Inc","1108 107th St, Arlington, TX 76011",http://spsd.com,8176407962,info@spsd.com,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/SPSDTX/,,https://www.linkedin.com/company/site-planning-site-development/,,https://www.instagram.com/spsdinc,"Tree Service,Landscape Designers & Consultants",yellowpages,1,0,0,109842360
,"Southlake Tree Service Company",,http://southlaketreeservicecompany.com,8179347204,c4f304de1be541959f86560dc1ce278a.protect@withheldforprivacy.com,,,,,,5,5,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Tree service",google,1,0,0,8522727
,"Southern Clean","Garland, TX 75040",http://Southernclean.net,2145793126,southernclean.net@wix-domains.com,,,,,,,,4.5,4,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Tree Services,Landscaping,Fences & Gates",yelp,1,0,0,92313393
,"Southern Charm Tree Care",,http://southerncharmtree.com,8179003359,,,,,,,5,58,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/southerncharmtree,,,,,"Tree service",google,1,0,0,95545819
,"Sion Tree Service","7637 Scarlet View Trail, Fort Worth, TX 76131",http://siontreeservice.com,8178126056,evntreecutterservice1@gmail.com,,,,,,5,107,,,,,,,,0,1,0,0,0,0,0,1,1,0,,,//linkedin.com/in/edgar-rios-ab88221a7/,,,"Tree service",google,1,0,0,95544510
,"Rock Solid Landscape & Irrigation Solutions","581 Dowdy Rd, McKinney, TX 75069",http://rocksolidlandscapesolutions.com,2143566686,rocksolidlandscapesolutions@gmail.com,,,,,,,,4.6,10,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Irrigation,Landscaping,Landscape Architects or Designers",yelp,1,0,0,92296961
,"Reyna’s Tree's service",,http://reynaslawnservice.com,6822636205,,,,,,,4.5,8,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,google,1,0,0,95549836
,"Vam's Tree Service","5613 Bonnie Dr, Watauga, TX 76148",http://removemytree.com,8177242123,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Tree Service,Landscape Designers & Consultants,Stump Removal & Grinding",yellowpages,1,0,0,108329031
,"Quality Cut Tree Service",,http://qualitycuttreetx.com,8178885585,,,,,,,5,76,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Tree service",google,1,0,0,416496850
New,"Qualitiscape Services, Inc.","2520 W Waggoman St, Fort Worth, TX 76110",http://qsslawn.com/,8179230653,info@qsslawn.com,,,,,,4.5,111,,,,,,,,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/qualitiscapeservices,,http://linkedin.com/company/qualitiscape-services-inc.,,http://instagram.com/qualitiscapeservices,"Tree service in Fort Worth, Texas",google-places,1,0,0,557936608
,"Prichard Tree Care",,http://prichardtreecare.com,8172848307,sharon@prichardtreecare.com,,,,,,5,18,,,,,320,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/prichardtreecare,https://twitter.com/care_prichard,https://www.linkedin.com/company/prichard-tree-service/about/,,,"Tree service",google,1,0,0,4226380
,"Rj Cutter Tree Care","7728 Harmony Dr, Fort Worth, TX 76133",http://porch.com/fort-worth-tx/tree-contractors/rj-cutter-tree-care-1/pp,8172949999,matt@porch.com,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,https://www.facebook.com/porch,https://twitter.com/porchdotcom,,http://www.youtube.com/user/onporch,,"Tree Service,Stump Removal &amp; Grinding",yellowpages,1,0,0,95544002
,"Olmos Tree Service",,http://olmostreeservice.com,8177016418,,,,,,,5,12,,,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"Tree service",google,1,0,0,95549547
,"* BARDING TREE SERVICES *","3200 S University Dr, Fort Worth, TX 76109",http://northtarranttreecare.yolasite.com,6825538062,domain-admin@yola.com,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Tree Service,Hotels,Restaurants",yellowpages,1,0,0,141730632
,"North Richland Hills Tree Service",,http://northrichlandhillstreeservice.com,8174207955,c9e35ed023dd4690bc7d4f45f6af95d0.protect@withheldforprivacy.com,,,,,,5,5,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Tree service",google,1,0,0,8522752
,"NEON Monkey Services","5041 David Strickland Rd Suite #106, Fort Worth, TX 76119",http://neonmonkeyservices.com,8003152374,info@neonmonkeyservices.com,,,,,,4.9,110,,,,,195,,177,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/NeonMonkeyServices,,,,https://www.instagram.com/neonmonkeyllc,,google,1,0,0,32694398
,"Mr. Turf Tree Services","244 Palomino Dr, Saginaw, TX 76179",http://mrturftreeservices.com/,8173053036,,,,,,,5,1,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,"Tree service in Saginaw, Texas",google-places,1,0,0,249744785
,"Monkey Tree and Stump","Watauga, TX 76148",http://monkeytreeandstump.com,6823473947,micah@micahrich.com,,,,,,4.9,53,5,2,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Tree Services",yelp,1,0,0,95547423
New,"Mission Tree Care","5105 Mosson Rd, Fort Worth, TX 76119",http://missiontreecare.com,8176374350,missiontreecare@gmail.com,,,,,,5,24,,,,,,,,1,0,0,0,0,0,0,1,1,1,,,,,,"Tree service",google,1,0,0,557932981
,"Lucky’sTree Service","Dallas, TX 75217",http://luckystreeservicetx.com,2149988716,roman@luckystreeservicetx.com,,,,,,,,4.8,19,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Tree Services,Firewood",yelp,1,0,0,95529590
,"Lopez’s Construction & Tree Services","Fort Worth, TX 76117",http://lopezsconstructiontreeservices.com,6822880230,,,,,,,,,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Services,Masonry/Concrete,General Contractors",yelp,0,0,0,95547531
,"Living Tree Services","Dallas, TX 75249",http://livingtreeservices.com,4696299293,,,,,,,,,5,3,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Services",yelp,1,0,0,95529205
,"Lion King Landscaper","Fort Worth, TX 76104",http://lionkinglandscaper.com,7867318323,,,,,,,5,9,4.5,2,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/lionking.landscape?mibextid=LQQJ4d,,,,https://www.instagram.com/lionking.landscape/?hl=en,"Landscaping,Tree Services,Irrigation",yelp,1,0,0,92294510
,"Legacy Tree & Landscape Specialists",,http://legacytreetx.com,8174412276,legacytreetx@gmail.com,,,,,,5,10,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Arborist service",google,1,0,0,249267613
,"LaTour Tree Service",,http://latourtree.com,8172281012,office@latourtree.com,,,,,,5,193,,,,,157,,170,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/latourtreeservice/,,https://www.linkedin.com/company/latour-tree-service/,,,"Tree service",google,1,0,0,8674503
,"Landpride Lot Service","Richland Hills, TX 76118",http://landpridelotservice.com,2142931501,landpridelotservice@gmail.com,,,,,,5,58,5,1,,,,,,1,0,0,0,0,0,0,1,1,1,https://connect.facebook.net/en_US/sdk.js#xfbml=1&#038,,,,,"Landscaping,Tree Services,Excavation Services",yelp,1,0,0,92307405
,"Keller Tree Service Company",,http://kellertreeservicecompany.com,8178578211,5da5f3a2413942efb20b3fb8fdb404da.protect@withheldforprivacy.com,,,,,,5,5,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Tree service",google,1,0,0,8522830
,"Keith’s Tree Service","Carrollton, TX 75010",http://keithstreeservice.co,9724342867,,,,,,,,,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Services",yelp,1,0,0,95531335
,"Jose’s Tree Service","Fort Worth, TX 76112",http://josetreeservice.biz,8177242180,josetreeservice.biz@hotmail.com,,,,,,,,2.5,11,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Tree Services",yelp,1,0,0,95547057
,"J&s Tree Service Inc","201 N Evans St Boyd, TX 76023",http://jandstreeservice.com/,9403999281,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"Tree Services",yelp,1,0,0,95547417
,"Island Stone & Ironworks","Watauga, TX 76148",http://islandstonetx.com,8179185261,islandstonetx@gmail.com,,,,,,,,4,5,,,,,340,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/IslandStoneIronworks/,,,,https://www.instagram.com/island_stone_tx/,"Tree Services,Masonry/Concrete,Fences & Gates",yelp,1,0,0,95547525
,"Image Tree","2910 Norwood Ln Ste 700 Arlington, TX 76013",http://imagetreecotx.com,8176762148,support@townsquareinteractive.com,,,,,,5,42,5,4,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Tree Services",yelp,1,0,0,95546907
,"Hurst Tree Service",,http://hursttxtreeservice.com,8173823311,215a268a611e4f4d979dd84622a024f9.protect@withheldforprivacy.com,,,,,,5,4,,,,,,,,1,0,0,0,0,0,0,1,1,1,,,,,,,google,0,0,0,8522907
New,"H & S Lawn & Tree Care","7251 Santa Fe Trl E, Mansfield, TX 76063",http://hnslawnandtreecare.net,8174732033,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Service",yellowpages,1,0,0,557933219
,"HGC Handyman Services","Weatherford, TX 76085",http://hgchandymanservices.com,8179959798,,,,,,,5,24,5,3,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Handyman,Landscaping,Tree Services",yelp,1,0,0,92296557
,"Herbst Tree Service","1600 Stonecrest Trl Wylie, TX 75098",http://herbstreeservice.net,2146765471,herbstree@yahoo.com,,,,,,5,15,4.6,21,,,,,,1,0,0,0,0,0,0,1,1,0,https://www.facebook.com/Herbst-Tree-Services-135330116800136,https://twitter.com/https://www.yelp.com/biz/herbst-tree-service-wylie?osq=Herbst+tree+service,,,,"Tree Services",yelp,1,0,0,95546700
,"Home Brewed Tree Service",,http://hbtreeservice.com,8178461234,hbtsmanagement1@gmail.com,,,,,,4.8,56,,,,,11,,11,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/pages/Home-Brewed-Tree-Service/921693504569644,,,https://www.youtube.com/watch?v=HbWv-b6hKZg,,,google,1,0,0,8522855
,"Haltom City Tree Service",,http://haltomcitytreeservice.com,8178093231,,,,,,,5,8,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Tree service",google,1,0,0,95549129
,"G M Enterprises","7098 E Kennedale Pkwy, Kennedale, TX 76060",http://gmedrill.com,8175723564,richard@gmedrill.com,,,,,,3.7,3,,,,,,,,1,0,0,0,0,0,0,1,0,0,,,https://www.linkedin.com/company/gm-enterprises,,,"Tree Service,Stump Removal & Grinding",yellowpages,1,0,0,331522506
,"Fresh Cut Trees And Fences",,http://freshcutlawncare.org,8177038999,,,,,,,5,12,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Lawn care service",google,1,0,0,95550037
New,"Fort Worth Tree Experts",,http://fortworthtreeexperts.com,6823564429,sales@fortworthtreeexperts.com,,,,,,5,9,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Tree service",google,1,0,0,557934144
,"Fort Worth Stump Grinding","8533 N Beach St, Fort Worth, TX 76244",http://fortworthstumpgrinding.com,8172426150,,,,,,,4.8,17,,,,,,,,1,1,0,0,0,0,0,0,1,0,//facebook.com,//twitter.com,//linkedin.com,,,,google,1,0,0,8522624
,"Floran Tree Service",,http://florantreeservice.com,8176920935,florantreeservice@gmail.com,,,,,,5,205,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/people/Floran-Tree-Service-LLC/61551128956988/?mibextid=qi2Omg&#038,,,,,"Tree service",google,1,0,0,95546426
,"Felix Tree and Landscaping Service","Irving, TX 75060",http://felixstreeservice.com,2149919227,info@felixstreeservice.com,,,,,,4.9,191,4.7,13,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Tree Services,Landscaping",yelp,1,0,0,92315412
,"Evn Tree Cutter Service","Fort Worth, TX 76131",http://Evntreecutterservice.jimbo.com,6825970798,jimbo@jimbo.com,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Services",yelp,0,0,0,95547640
,"Euless Tree Service Company",,http://eulesstreeservicecompany.com,8174207957,0ecff4eb446945f6b3939642613f0086.protect@withheldforprivacy.com,,,,,,5,4,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Tree service",google,1,0,0,8522804
New,"Economy Tree Service LLC",,http://economytreeservicellc.co,8177518284,,,,,,,5,19,,,,,,,,1,0,0,0,0,0,0,1,1,0,https://www.facebook.com/105501515182019,,,,,"Tree service",google,1,0,0,557934468
,"DH Property Services","Weatherford, TX 76087",http://DHPS.net,8179693477,,,,,,,,,5,2,,,,,,0,1,0,0,0,0,0,1,1,0,,,,,,"Tree Services,Lawn Services",yelp,1,0,0,92315479
